current_queue_length,average_consultation_minutes,time_of_day,day_of_week,emergency_patients_ahead,actual_wait_minutes
3,10.5,14:28,Sunday,1,44.1
4,11.4,11:56,Wednesday,0,63.6
8,12.0,17:03,Wednesday,0,105.9
9,12.1,12:29,Thursday,1,171.8
3,16.1,09:01,Saturday,0,42.3
0,8.1,09:02,Monday,0,1.6
8,11.5,10:32,Tuesday,0,120.0
2,9.4,10:23,Saturday,1,27.6
1,15.8,15:58,Tuesday,0,20.1
2,10.3,15:13,Wednesday,0,21.8
3,11.0,08:46,Friday,0,36.3
1,15.1,16:30,Tuesday,1,30.0
3,16.0,08:57,Monday,0,57.5
4,16.4,15:51,Thursday,0,87.3
3,7.1,09:06,Monday,1,37.8
1,13.4,11:45,Wednesday,0,17.5
6,12.8,15:30,Friday,0,76.5
4,11.8,10:32,Saturday,1,62.2
3,12.2,09:07,Sunday,0,32.1
4,15.9,15:52,Sunday,0,63.9
1,15.1,14:54,Monday,0,25.1
7,14.7,16:54,Thursday,0,107.5
6,12.6,14:24,Monday,0,103.0
5,18.8,08:44,Saturday,0,100.2
5,10.8,14:23,Monday,0,71.2
3,7.2,16:13,Saturday,0,21.1
6,11.2,08:50,Monday,0,64.6
5,12.2,09:21,Monday,0,75.6
5,15.9,14:46,Sunday,1,111.1
5,10.5,15:54,Tuesday,0,66.2
4,13.5,11:31,Thursday,1,91.4
3,7.6,15:21,Thursday,1,40.2
8,15.2,09:40,Friday,0,170.0
3,12.2,12:26,Sunday,0,34.6
1,11.2,15:28,Wednesday,1,29.4
6,18.4,09:59,Friday,0,170.6
1,15.2,11:29,Sunday,0,14.8
5,8.9,14:17,Monday,0,53.9
0,11.7,11:27,Thursday,0,0.0
1,20.2,16:44,Wednesday,0,23.9
4,17.9,17:34,Sunday,0,44.0
4,14.8,14:25,Friday,0,69.1
4,6.5,15:49,Friday,0,30.2
8,16.0,17:04,Tuesday,0,149.9
6,10.1,15:01,Sunday,1,86.8
5,16.0,15:43,Monday,0,115.2
3,9.8,08:48,Thursday,0,27.3
7,13.5,16:14,Friday,0,167.5
4,10.1,10:44,Sunday,0,38.2
6,10.9,08:42,Tuesday,0,58.4
4,13.9,13:53,Wednesday,1,75.1
2,8.0,10:16,Monday,0,18.5
3,19.1,08:47,Friday,0,54.3
4,8.9,14:05,Tuesday,2,73.4
2,8.8,08:59,Friday,1,19.9
7,13.9,16:52,Monday,1,157.9
1,15.9,17:41,Thursday,1,38.0
8,11.0,15:22,Thursday,0,98.3
3,8.8,10:52,Thursday,0,35.1
4,9.2,13:37,Wednesday,0,39.9
3,8.9,08:18,Tuesday,1,35.7
3,12.9,14:12,Saturday,0,43.7
4,11.8,10:38,Sunday,0,43.2
6,13.3,12:33,Tuesday,0,96.9
1,13.1,09:47,Thursday,0,14.6
3,14.5,17:51,Monday,0,61.9
7,10.8,10:04,Tuesday,0,105.9
3,9.8,12:10,Wednesday,0,38.3
2,12.5,10:32,Friday,0,29.5
1,11.8,13:24,Friday,1,32.9
6,12.8,17:03,Saturday,0,61.7
11,9.9,09:38,Monday,1,175.0
6,13.9,09:24,Monday,0,119.7
2,8.5,08:44,Tuesday,0,25.2
7,10.7,13:53,Wednesday,0,83.6
4,15.4,14:01,Thursday,0,67.5
7,8.6,16:12,Friday,1,88.2
7,15.2,16:21,Tuesday,0,121.9
5,7.8,09:01,Saturday,1,50.7
3,7.2,17:06,Saturday,0,24.6
5,7.5,16:17,Wednesday,0,52.3
3,12.4,14:28,Friday,0,47.9
7,14.2,11:28,Wednesday,0,134.2
3,15.9,15:27,Monday,0,60.9
0,15.6,14:12,Saturday,1,17.0
1,14.6,11:31,Monday,1,40.8
8,9.5,08:07,Tuesday,0,84.0
7,9.5,13:55,Wednesday,0,100.3
0,14.4,13:45,Sunday,0,0.0
3,16.3,09:32,Friday,0,57.8
4,8.9,17:03,Saturday,0,33.6
1,15.9,09:35,Sunday,0,16.3
4,6.2,10:52,Sunday,0,19.7
5,13.2,11:43,Friday,0,82.0
2,11.7,14:49,Wednesday,1,39.2
2,11.4,08:48,Wednesday,0,17.2
5,12.1,15:01,Tuesday,0,86.7
5,9.4,12:08,Friday,0,51.0
4,13.3,09:49,Friday,0,51.2
3,12.2,09:07,Sunday,0,37.6
3,14.8,12:07,Tuesday,0,55.6
1,16.8,12:27,Saturday,0,16.9
7,12.4,09:22,Tuesday,0,98.3
4,9.5,12:49,Monday,0,61.0
6,8.6,13:01,Wednesday,0,60.1
4,17.1,17:48,Sunday,0,64.6
6,16.7,15:07,Thursday,0,102.6
3,14.7,08:07,Tuesday,0,51.4
3,12.2,12:46,Wednesday,0,50.6
1,14.4,08:12,Friday,0,20.4
3,15.9,13:06,Tuesday,2,85.9
8,10.1,11:22,Tuesday,0,100.0
2,12.1,17:02,Tuesday,0,33.8
7,8.7,12:55,Monday,0,95.8
3,11.6,16:29,Friday,0,40.2
3,16.6,13:50,Wednesday,0,61.9
5,15.2,11:57,Wednesday,1,117.0
9,12.4,10:17,Wednesday,0,124.0
5,5.0,09:49,Friday,0,32.1
7,10.0,15:56,Sunday,1,80.0
1,12.3,16:49,Saturday,0,8.3
5,11.4,11:14,Thursday,0,64.5
4,12.1,12:56,Friday,0,60.2
3,12.7,10:52,Tuesday,0,46.4
3,10.4,12:33,Sunday,0,32.4
7,12.0,16:41,Friday,0,100.6
5,11.6,09:22,Sunday,0,45.5
4,9.9,10:54,Tuesday,0,57.6
5,17.5,14:57,Tuesday,1,132.9
4,10.6,11:06,Saturday,0,52.6
2,5.2,08:48,Wednesday,0,15.8
3,17.3,11:44,Tuesday,1,78.5
1,9.5,14:45,Saturday,0,8.3
3,14.7,17:50,Thursday,0,44.3
4,10.0,16:55,Saturday,0,39.3
7,13.7,13:37,Tuesday,1,155.3
8,11.9,15:46,Monday,0,128.9
2,15.0,13:42,Wednesday,0,34.8
5,11.4,12:56,Sunday,0,70.9
1,10.0,09:42,Friday,0,10.7
1,12.8,10:55,Saturday,0,15.2
5,10.9,12:31,Saturday,1,68.6
6,6.2,17:51,Sunday,0,31.5
2,10.2,14:05,Thursday,1,40.8
4,20.6,17:26,Tuesday,1,141.0
3,6.5,10:35,Sunday,0,19.4
5,12.7,08:41,Thursday,1,77.5
7,11.3,17:47,Wednesday,0,101.9
2,17.5,11:17,Thursday,0,45.1
3,8.7,13:21,Saturday,0,28.3
5,12.3,08:42,Wednesday,0,76.5
1,14.1,16:36,Saturday,0,14.4
1,11.5,08:00,Tuesday,1,34.0
6,9.7,17:03,Wednesday,0,64.0
4,11.9,09:39,Monday,0,70.5
6,11.1,09:50,Sunday,0,65.2
2,11.1,16:15,Sunday,0,21.6
4,14.8,11:51,Tuesday,0,73.4
1,13.2,10:33,Thursday,0,14.5
5,13.7,13:57,Saturday,1,92.3
6,13.0,10:32,Friday,1,100.7
1,14.9,10:51,Friday,0,16.9
8,15.9,08:27,Tuesday,0,144.6
3,11.1,13:23,Monday,0,54.2
3,14.5,09:17,Sunday,0,39.3
3,8.1,16:22,Sunday,0,22.3
1,5.2,15:30,Sunday,0,1.8
1,17.5,10:51,Monday,0,29.1
5,11.0,13:20,Friday,0,81.2
5,12.8,13:46,Tuesday,1,113.8
1,8.3,14:39,Wednesday,0,5.8
6,8.2,12:11,Wednesday,0,63.5
6,9.9,14:31,Tuesday,0,67.4
2,13.9,09:41,Friday,1,54.7
4,10.5,12:42,Friday,0,56.8
6,11.0,08:56,Sunday,0,63.2
2,9.8,17:24,Saturday,0,15.9
5,15.5,12:00,Friday,0,88.5
3,14.6,14:10,Sunday,1,51.9
3,10.5,12:53,Wednesday,0,41.0
6,14.1,08:16,Monday,0,100.9
3,11.3,08:37,Sunday,1,40.9
2,11.0,10:38,Wednesday,0,22.6
3,11.9,14:44,Thursday,0,43.0
4,13.9,14:24,Wednesday,0,79.8
5,9.3,09:52,Sunday,0,45.0
6,13.5,12:53,Wednesday,0,106.1
1,19.5,11:40,Friday,1,52.6
6,12.5,13:41,Friday,0,92.5
2,12.1,11:20,Thursday,0,35.3
4,11.7,16:57,Thursday,0,54.4
7,13.4,12:43,Monday,0,137.6
6,7.2,12:15,Sunday,1,55.1
2,17.1,15:01,Wednesday,0,45.8
2,14.9,15:48,Tuesday,1,46.3
4,10.1,12:22,Tuesday,0,53.0
2,12.1,09:05,Wednesday,1,52.3
4,10.3,08:51,Friday,0,57.8
6,12.9,11:16,Thursday,0,92.5
2,12.2,15:19,Saturday,0,27.2
0,12.7,14:32,Saturday,0,0.0
6,8.9,10:52,Wednesday,0,66.7
5,10.6,08:02,Saturday,1,52.9
3,15.4,14:25,Friday,0,56.2
6,10.4,13:38,Sunday,0,56.6
0,5.0,15:43,Monday,0,5.0
3,11.5,14:51,Thursday,0,39.3
3,19.2,10:28,Friday,2,135.1
5,14.5,15:19,Tuesday,0,85.8
7,10.2,12:51,Friday,0,88.3
10,11.8,13:44,Saturday,0,132.0
7,14.0,11:34,Monday,0,119.1
6,6.7,15:54,Sunday,1,48.3
2,9.4,09:57,Sunday,0,16.9
4,13.2,10:02,Tuesday,1,74.5
4,16.8,10:22,Tuesday,0,74.8
4,10.7,15:53,Tuesday,1,80.7
5,16.7,15:16,Monday,0,113.6
4,9.7,10:41,Monday,0,52.7
2,5.0,09:26,Wednesday,0,13.9
5,14.2,08:16,Friday,0,71.2
6,13.6,14:50,Friday,1,137.1
6,14.2,13:23,Thursday,0,105.9
9,14.1,15:01,Friday,3,177.8
5,12.6,15:04,Monday,2,114.1
3,11.2,16:26,Sunday,0,24.9
3,11.3,12:09,Tuesday,0,44.7
4,10.6,16:16,Wednesday,0,43.3
3,10.8,12:21,Friday,0,37.9
5,6.6,15:04,Monday,0,46.6
1,8.4,13:30,Thursday,0,10.5
6,11.5,17:12,Sunday,0,72.9
3,5.3,11:42,Tuesday,0,23.9
3,6.0,14:53,Friday,0,22.9
4,11.0,13:58,Friday,0,60.4
3,11.6,17:59,Monday,0,35.2
8,11.1,08:46,Monday,0,120.4
7,5.0,13:58,Tuesday,0,47.6
1,16.7,10:19,Monday,0,25.2
4,7.7,16:50,Thursday,1,40.9
1,9.5,15:56,Tuesday,1,22.2
4,8.2,14:37,Friday,2,60.8
1,15.9,12:48,Wednesday,0,24.2
5,13.3,14:48,Wednesday,0,82.9
4,10.6,13:32,Monday,0,51.1
7,10.4,10:52,Saturday,0,80.7
4,12.5,16:11,Monday,1,78.0
3,8.3,13:07,Sunday,0,28.8
5,13.1,10:34,Tuesday,1,104.1
2,10.4,14:38,Sunday,0,24.0
3,13.6,08:11,Saturday,0,43.3
7,13.5,15:12,Saturday,0,108.6
3,10.2,12:42,Saturday,0,37.8
3,5.8,14:20,Thursday,0,23.9
5,11.3,09:34,Tuesday,0,60.9
5,7.7,15:10,Friday,0,41.3
2,12.2,15:13,Friday,0,27.5
3,11.2,15:24,Saturday,0,37.5
7,10.2,12:40,Tuesday,0,70.0
4,8.1,14:24,Saturday,0,33.7
4,15.6,13:29,Sunday,1,74.5
3,10.6,10:19,Saturday,0,37.6
1,19.1,08:13,Tuesday,0,21.1
2,12.1,12:08,Tuesday,0,30.2
5,13.1,16:08,Monday,2,138.3
2,12.1,11:13,Saturday,0,24.6
3,13.0,15:29,Thursday,0,44.5
4,15.3,14:23,Wednesday,1,87.9
3,15.3,11:31,Tuesday,0,60.9
7,6.7,08:00,Thursday,1,54.3
5,14.6,12:18,Tuesday,1,109.8
5,13.5,11:55,Saturday,1,102.6
7,12.1,09:23,Wednesday,0,95.6
2,17.1,16:11,Thursday,0,36.8
3,17.3,17:33,Friday,0,50.9
3,14.7,09:12,Friday,0,52.9
3,10.4,10:18,Monday,0,39.1
5,8.4,14:19,Monday,1,68.5
6,14.3,17:30,Tuesday,1,100.6
4,16.1,17:20,Saturday,0,61.4
4,5.9,17:18,Sunday,0,16.0
4,15.3,12:24,Sunday,0,64.6
2,11.2,17:51,Tuesday,0,23.3
1,6.6,11:38,Saturday,0,9.0
11,13.4,08:52,Tuesday,0,180.6
8,14.7,15:02,Tuesday,0,150.1
3,10.9,13:33,Thursday,0,45.1
4,8.8,15:59,Monday,0,55.0
10,17.1,14:12,Monday,0,275.1
5,10.0,16:12,Sunday,1,43.0
4,15.5,11:26,Saturday,0,58.5
7,7.5,10:52,Friday,0,61.7
0,13.2,15:34,Tuesday,0,1.9
3,13.2,12:58,Monday,0,53.7
6,14.6,09:47,Monday,0,107.7
10,16.5,11:45,Wednesday,1,202.9
5,9.6,16:00,Saturday,0,48.9
3,13.6,17:14,Friday,0,50.5
4,7.9,15:36,Saturday,1,32.2
4,7.9,15:10,Sunday,2,41.4
5,10.3,16:06,Saturday,0,35.4
4,13.2,10:00,Monday,0,51.1
2,17.0,13:47,Tuesday,2,93.7
1,17.6,13:56,Wednesday,1,45.2
3,10.9,17:27,Thursday,0,36.4
4,12.9,08:09,Saturday,0,59.2
3,14.8,17:42,Sunday,0,27.0
5,14.3,15:15,Sunday,0,45.6
5,11.5,08:13,Thursday,0,51.8
5,12.2,13:11,Sunday,0,41.7
6,11.7,08:41,Sunday,0,54.6
6,11.4,14:02,Tuesday,0,94.5
3,11.0,12:30,Friday,0,44.6
4,11.6,15:43,Thursday,0,61.4
2,10.8,13:47,Saturday,0,24.0
7,8.6,15:51,Sunday,1,59.6
3,14.6,11:41,Tuesday,0,52.9
3,13.5,16:34,Friday,0,50.6
7,17.6,16:39,Sunday,0,82.1
4,13.1,14:33,Friday,0,42.1
4,10.7,10:38,Saturday,1,57.2
7,10.1,17:54,Saturday,1,76.2
5,12.1,16:10,Saturday,0,73.3
2,13.7,16:30,Saturday,1,43.5
4,11.3,08:06,Sunday,0,40.5
7,7.6,16:15,Tuesday,0,61.0
1,9.8,10:10,Saturday,0,7.2
6,12.1,13:04,Wednesday,0,87.4
4,14.2,15:02,Friday,0,79.7
5,7.5,12:06,Friday,0,51.7
5,12.8,10:26,Friday,0,87.8
5,12.7,13:00,Tuesday,1,100.9
1,10.6,10:59,Saturday,1,18.8
2,10.2,14:09,Saturday,0,25.0
4,9.8,09:05,Saturday,0,43.1
5,12.4,12:04,Friday,0,82.5
8,15.4,13:54,Friday,0,170.3
4,15.6,17:54,Tuesday,0,74.5
6,8.6,12:57,Friday,0,64.3
2,11.4,12:15,Tuesday,0,29.0
6,5.4,17:53,Sunday,0,23.3
0,12.3,17:15,Monday,0,0.0
4,13.8,14:43,Monday,0,85.4
4,16.7,13:26,Saturday,0,79.3
4,6.6,10:42,Saturday,0,29.0
3,8.7,14:14,Thursday,0,36.0
5,12.4,16:20,Thursday,2,94.0
1,7.1,17:48,Monday,0,5.3
4,12.5,09:42,Saturday,1,59.0
6,13.9,10:44,Saturday,0,83.1
4,8.2,16:50,Tuesday,0,41.3
4,12.4,16:36,Monday,0,67.7
4,8.4,15:09,Thursday,0,45.0
1,16.1,09:02,Tuesday,1,27.7
7,12.6,15:03,Monday,0,111.1
4,10.1,12:41,Monday,0,57.3
5,8.3,11:42,Friday,0,56.4
3,13.2,10:30,Wednesday,2,98.2
6,16.1,11:10,Saturday,0,84.9
3,9.7,13:21,Wednesday,1,44.2
4,10.7,09:37,Friday,0,48.1
5,9.7,13:05,Tuesday,0,58.5
6,16.7,08:28,Thursday,0,94.7
9,6.3,12:06,Friday,0,73.9
2,15.9,17:36,Wednesday,1,58.3
5,10.9,15:23,Sunday,0,52.4
7,11.8,08:41,Friday,0,83.7
1,11.0,14:52,Tuesday,0,13.3
2,12.7,09:57,Sunday,0,19.4
7,9.8,12:44,Thursday,0,95.9
3,15.2,10:56,Saturday,0,56.4
5,15.3,17:20,Wednesday,0,64.9
3,9.0,08:32,Monday,0,34.7
10,14.0,16:48,Thursday,2,167.2
5,10.9,15:00,Thursday,0,66.1
1,12.2,11:37,Saturday,0,12.4
5,16.6,16:47,Saturday,0,61.7
6,10.0,12:03,Friday,1,103.5
7,14.8,14:59,Thursday,0,121.9
3,13.4,15:52,Monday,0,50.6
0,11.4,10:51,Friday,1,14.7
4,13.1,08:43,Sunday,0,38.9
5,12.7,16:40,Sunday,1,66.3
5,8.5,10:18,Monday,0,45.5
3,10.2,17:19,Sunday,1,21.1
7,8.9,11:09,Tuesday,0,69.6
2,11.2,12:08,Monday,0,30.1
3,16.0,12:18,Monday,0,56.1
3,13.7,12:40,Thursday,0,48.4
0,7.7,17:37,Tuesday,0,0.0
6,11.2,10:27,Friday,0,82.1
6,12.7,14:04,Thursday,0,101.1
5,14.2,10:56,Saturday,0,90.7
5,10.0,09:18,Tuesday,0,62.2
8,8.3,10:53,Tuesday,1,82.6
3,11.8,13:31,Thursday,0,47.8
2,13.7,14:04,Monday,0,44.7
4,12.7,10:38,Thursday,0,51.6
2,9.3,17:52,Friday,0,17.7
4,17.3,11:37,Friday,0,74.1
4,11.7,16:19,Thursday,0,49.2
4,12.6,08:21,Monday,1,81.3
3,10.0,14:57,Tuesday,0,44.6
3,15.3,11:02,Monday,1,92.9
6,13.7,13:22,Sunday,0,86.9
3,12.9,16:21,Friday,0,46.5
6,8.5,15:14,Wednesday,0,64.0
3,15.3,11:35,Wednesday,0,59.2
2,14.3,15:19,Monday,0,44.5
2,15.0,12:08,Thursday,0,37.2
4,12.1,08:38,Monday,0,62.4
5,11.8,14:39,Friday,0,71.5
2,11.5,17:22,Tuesday,0,26.5
4,18.8,08:50,Monday,1,115.0
5,10.4,14:52,Monday,1,75.2
3,8.4,16:23,Monday,0,36.3
3,10.9,13:57,Wednesday,0,47.7
6,10.4,12:51,Monday,0,89.3
4,15.8,10:22,Monday,0,88.1
2,7.9,09:56,Tuesday,0,21.7
1,10.3,11:57,Thursday,0,12.3
2,12.6,14:24,Tuesday,0,33.0
2,15.8,11:08,Wednesday,1,55.7
2,14.1,12:53,Thursday,2,66.0
3,16.9,13:59,Friday,0,69.6
1,13.0,10:05,Monday,0,18.9
1,11.4,15:24,Sunday,1,24.7
4,14.6,14:17,Monday,1,102.8
1,7.9,13:55,Sunday,1,12.1
2,6.9,12:46,Tuesday,0,21.3
8,14.9,11:38,Wednesday,0,133.2
3,12.6,13:29,Monday,0,50.1
4,14.9,15:39,Wednesday,0,64.9
2,9.4,15:03,Sunday,0,12.9
5,15.9,15:22,Friday,0,95.9
7,14.0,10:05,Friday,1,146.5
2,11.9,15:47,Wednesday,0,26.1
3,12.6,11:21,Sunday,0,44.4
6,13.0,10:19,Saturday,0,92.7
1,9.4,09:12,Tuesday,0,13.7
8,10.8,16:18,Friday,0,78.3
4,13.0,14:13,Wednesday,0,75.1
7,10.7,16:24,Tuesday,0,86.5
5,7.6,13:36,Friday,0,59.2
3,12.9,16:36,Wednesday,0,39.9
3,14.5,13:33,Monday,0,61.4
13,15.2,14:27,Sunday,0,195.9
7,13.6,08:33,Friday,0,95.0
3,14.5,14:41,Thursday,1,56.1
2,15.0,13:58,Sunday,0,18.9
4,12.2,10:25,Friday,1,102.5
2,5.6,09:07,Sunday,1,10.0
7,15.5,11:28,Friday,0,111.9
3,9.3,08:36,Tuesday,1,45.7
4,8.6,14:00,Thursday,0,35.2
3,8.7,13:27,Thursday,0,26.2
2,19.5,17:10,Wednesday,0,25.8
4,13.3,13:10,Wednesday,0,68.9
1,8.9,15:17,Friday,0,7.8
4,9.9,14:38,Wednesday,1,65.3
3,12.0,14:59,Monday,0,49.3
2,13.6,11:08,Friday,0,34.9
2,12.8,12:09,Friday,0,31.7
5,9.2,09:11,Saturday,0,41.6
3,13.0,14:30,Monday,0,49.3
5,10.2,11:01,Thursday,1,66.0
4,15.1,13:29,Sunday,0,50.5
4,12.2,17:12,Tuesday,0,66.9
6,9.7,14:49,Saturday,0,56.4
6,14.1,10:40,Wednesday,0,71.4
5,13.1,13:08,Tuesday,0,88.8
1,10.6,14:01,Friday,0,11.3
3,14.2,16:30,Saturday,0,40.5
4,13.9,15:56,Sunday,1,61.3
3,15.6,11:09,Saturday,0,58.5
6,14.1,17:11,Wednesday,0,87.9
0,11.4,09:28,Saturday,1,13.3
5,6.9,10:45,Monday,0,51.1
4,12.6,08:20,Wednesday,0,43.7
3,13.0,11:06,Tuesday,0,50.5
2,12.2,12:08,Thursday,1,41.1
9,5.0,10:24,Friday,0,47.2
2,14.0,08:07,Friday,0,26.4
3,9.3,08:06,Tuesday,0,34.5
8,14.1,17:14,Wednesday,1,188.3
1,17.1,15:20,Monday,1,42.4
4,11.2,14:59,Thursday,2,83.2
7,13.3,15:51,Saturday,1,109.9
10,12.1,14:56,Tuesday,0,143.2
3,13.6,08:36,Thursday,0,52.8
6,12.3,17:15,Sunday,0,88.8
1,10.4,12:17,Monday,2,42.0
3,9.3,12:32,Sunday,1,46.7
4,16.8,16:51,Wednesday,0,68.9
7,13.3,10:02,Wednesday,1,107.4
7,14.5,11:07,Friday,1,144.4
4,13.2,16:33,Wednesday,0,66.2
6,14.9,13:11,Wednesday,0,110.5
3,9.3,12:12,Tuesday,0,39.5
1,12.2,17:32,Monday,0,15.9
3,13.5,16:53,Sunday,0,44.2
4,15.9,16:52,Monday,0,86.0
4,20.0,10:07,Tuesday,1,144.7
7,13.2,16:26,Saturday,0,77.0
6,10.0,14:34,Saturday,0,60.4
5,8.4,14:54,Tuesday,0,53.2
8,9.3,08:28,Saturday,0,58.7
4,9.7,13:33,Saturday,0,35.1
1,5.0,10:11,Wednesday,0,7.0
3,10.0,17:16,Monday,1,54.0
4,14.2,13:36,Saturday,0,60.8
4,12.2,14:10,Friday,0,71.0
6,11.2,10:25,Thursday,0,67.9
2,7.1,12:12,Tuesday,0,17.4
6,15.2,13:17,Wednesday,0,97.4
2,13.5,16:07,Tuesday,0,33.1
2,12.0,14:06,Sunday,1,38.0
6,5.4,09:07,Tuesday,1,51.5
2,10.5,12:30,Thursday,0,22.5
9,13.3,10:57,Friday,0,157.3
3,11.9,13:23,Monday,1,78.7
3,12.6,12:41,Thursday,0,41.4
3,14.1,08:13,Friday,0,39.6
6,12.5,10:04,Thursday,1,81.5
1,13.9,14:36,Friday,0,19.7
0,9.5,13:26,Thursday,2,21.4
7,8.3,08:31,Friday,0,70.5
5,13.4,13:58,Sunday,0,64.3
3,14.0,13:01,Wednesday,1,85.4
3,13.6,09:30,Wednesday,1,67.5
5,12.4,08:01,Friday,1,74.0
4,11.0,11:21,Monday,0,59.6
7,12.6,15:47,Wednesday,2,145.5
5,13.1,09:19,Tuesday,0,66.6
8,13.3,17:26,Thursday,0,134.3
4,19.8,13:25,Monday,1,138.5
2,9.2,15:35,Tuesday,0,25.2
6,21.7,17:46,Wednesday,0,135.4
3,8.2,10:37,Friday,0,28.7
4,13.2,13:49,Thursday,0,59.9
4,8.4,11:24,Saturday,0,43.6
4,12.9,08:50,Saturday,1,57.3
5,14.9,15:56,Monday,0,133.8
3,12.1,08:07,Friday,0,41.5
5,14.9,16:41,Monday,0,86.3
3,10.7,15:56,Tuesday,1,41.8
2,5.9,14:23,Saturday,0,15.9
3,13.9,13:54,Friday,1,70.6
6,12.1,16:27,Wednesday,0,90.8
1,10.6,08:33,Tuesday,1,31.4
0,10.8,15:21,Wednesday,0,2.0
6,13.2,09:48,Saturday,0,81.0
1,9.6,08:12,Thursday,0,13.9
6,13.1,11:07,Monday,0,118.7
2,15.6,11:16,Thursday,0,31.8
6,18.2,09:55,Tuesday,0,153.3
6,16.2,15:06,Monday,0,133.1
3,12.5,13:35,Monday,0,62.3
3,12.8,17:12,Saturday,0,38.5
6,10.8,15:37,Tuesday,0,91.2
6,10.6,16:15,Tuesday,0,73.9
9,14.6,17:01,Sunday,0,86.0
4,11.1,16:03,Saturday,1,58.8
6,13.1,09:10,Thursday,0,98.8
2,9.1,09:51,Saturday,0,16.1
4,16.1,12:01,Monday,0,89.7
5,11.0,11:19,Tuesday,0,52.0
6,15.3,16:51,Wednesday,1,116.1
6,9.9,13:14,Saturday,0,51.9
4,9.7,16:45,Monday,0,52.9
4,16.0,11:52,Friday,1,107.5
4,10.1,17:03,Monday,0,51.3
3,7.3,08:43,Sunday,0,23.4
3,8.9,12:27,Tuesday,0,35.8
2,14.6,17:00,Friday,0,34.6
3,14.3,12:29,Friday,1,77.5
8,9.7,15:19,Wednesday,1,95.9
8,10.1,11:36,Saturday,1,108.2
1,14.0,16:17,Friday,0,14.0
3,15.9,14:18,Thursday,0,61.7
5,11.8,16:07,Friday,0,81.7
2,13.7,13:21,Wednesday,0,29.9
4,14.6,14:22,Saturday,0,49.1
4,18.5,13:17,Friday,1,106.6
2,8.5,13:40,Thursday,0,26.7
3,10.0,14:53,Friday,0,35.2
2,10.5,09:12,Saturday,0,16.0
7,14.5,15:41,Friday,1,148.4
5,11.2,11:33,Wednesday,0,45.8
5,12.9,08:07,Tuesday,0,63.2
3,12.4,14:26,Sunday,1,58.9
1,12.0,14:08,Saturday,1,21.7
5,12.3,15:15,Wednesday,0,70.8
3,15.1,17:58,Saturday,0,42.9
2,9.1,12:36,Monday,1,40.3
4,11.6,17:43,Friday,1,60.4
2,8.4,13:46,Tuesday,2,46.3
2,12.7,11:34,Wednesday,1,54.8
2,11.4,14:46,Sunday,2,36.9
6,15.2,09:57,Monday,0,114.0
5,12.0,17:39,Saturday,0,53.8
4,10.7,12:24,Wednesday,2,86.4
3,11.3,08:06,Thursday,1,48.2
8,17.2,14:33,Thursday,0,164.8
2,7.3,09:12,Sunday,2,19.2
3,10.1,08:53,Thursday,2,46.9
8,12.1,08:14,Tuesday,1,125.7
5,10.1,16:49,Monday,0,60.6
5,13.5,08:20,Tuesday,0,72.6
4,11.8,13:22,Tuesday,0,61.6
5,12.8,12:53,Monday,0,114.2
4,12.4,17:06,Sunday,0,39.7
6,11.7,17:06,Thursday,0,91.6
10,8.1,17:12,Sunday,0,87.1
5,12.5,12:00,Thursday,0,85.0
3,6.7,12:44,Tuesday,0,23.8
3,10.0,16:15,Tuesday,0,36.4
3,13.5,09:12,Saturday,0,35.8
4,15.6,09:08,Monday,0,98.3
1,19.0,17:13,Monday,1,50.2
3,10.7,08:17,Wednesday,0,33.5
6,9.4,11:49,Wednesday,1,98.7
2,13.6,09:56,Tuesday,0,31.3
2,17.6,08:50,Thursday,0,41.5
1,16.6,17:44,Friday,0,20.8
6,8.9,09:39,Thursday,0,63.3
4,11.6,12:19,Thursday,1,71.1
2,14.6,10:33,Friday,1,59.6
1,14.8,12:54,Tuesday,1,36.0
4,13.8,15:40,Wednesday,0,73.6
7,10.7,14:35,Monday,0,101.2
3,13.7,13:43,Sunday,0,49.3
4,14.8,13:06,Friday,0,86.9
2,9.2,09:19,Saturday,1,28.5
4,16.0,12:01,Saturday,0,66.4
3,15.0,17:03,Monday,0,64.3
5,9.8,16:12,Thursday,0,60.0
6,14.8,08:38,Sunday,0,34.3
4,14.4,16:24,Friday,0,61.5
3,14.6,16:16,Friday,1,71.0
1,16.7,16:01,Sunday,1,32.2
1,12.0,16:08,Saturday,0,13.8
1,13.0,17:49,Saturday,0,16.4
2,5.0,08:33,Saturday,0,11.0
5,15.3,11:50,Wednesday,0,70.5
5,15.1,17:41,Sunday,0,66.9
2,16.1,13:31,Saturday,0,39.9
0,9.2,14:49,Monday,2,25.9
7,14.9,11:37,Thursday,0,130.8
6,15.1,10:07,Tuesday,0,103.1
2,10.0,17:47,Thursday,0,24.4
5,15.2,11:36,Saturday,0,74.9
3,13.4,13:36,Friday,0,56.1
3,6.9,10:26,Saturday,0,22.0
3,13.8,17:40,Thursday,0,44.7
1,9.7,10:35,Monday,1,27.8
4,7.0,17:08,Sunday,0,25.3
3,13.1,10:55,Monday,0,61.6
1,11.8,17:28,Tuesday,0,15.4
3,16.2,11:40,Saturday,0,58.3
4,12.5,16:43,Wednesday,0,50.2
4,14.3,13:59,Thursday,0,63.8
3,13.5,09:08,Monday,0,52.1
4,15.1,10:57,Tuesday,0,82.6
